"year","qtr","date","response_id","identifier","interview_date","airport","country_of_residence","country_of_residence_group","au_state_of_origin","gender","first_nz_trip","purpose_of_visit_main","purpose_subtype","arrival_method","arrival_date","no_days_in_nz","no_days_in_nz_unknown","no_selection_itinerary","package_deal","pkg_included_airfare","country_package_started","trip_start_country","incl_stay_other_country","no_nights_other_country","single_or_others","no_people_over_15","no_people_under_15","currency","other_purchase","age_range","visited_ni","visited_si","travel_type","main_transport_type","sustainability_considered","treated_spend","population_weight","psu","vem_pop_weight"
2023,2,"2023-06-30","GEN24_1027410","Q2_2023_3_360","2023-05-11","Christchurch","Australia","Australia","New South Wales","Male","No","Visiting friends / relatives","To visit family","Auckland airport","2023-04-12",29,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"75 or older","1","1","Independent Traveller","Yacht","Always",1775,182.59594027068746,"Auckland to Sydney, Melbourne",265.40384148968695
2023,2,"2023-06-30","GEN24_1027411","Q2_2023_3_361","2023-05-11","Christchurch","Australia","Australia","New South Wales","Male","No","Visiting friends / relatives","To visit family","Christchurch airport","2023-05-01",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64",NA,"1","Independent Traveller","Rental car","Rarely",2290.844917,124.25980024741433,"Auckland to Sydney, Melbourne",304.89223344250854
2023,2,"2023-06-30","GEN24_1027425","Q2_2023_1_530","2023-05-11","Auckland","United States of America","USA",NA,"Female","No","Holiday / vacation","For some other reason (please specify)","Auckland airport","2023-02-17",83,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"70 - 74",NA,NA,"Independent Traveller",NA,NA,10200,182.86724257337653,"Auckland to USA",NA
2023,2,"2023-06-30","GEN24_1027429","Q2_2023_1_531","2023-05-11","Auckland","United States of America","USA",NA,"Female","Yes","Holiday / vacation","For some other reason (please specify)","Auckland airport","2023-04-26",15,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","1",NA,"Independent Traveller","Tour bus","Never",3790,226.47126897274515,"Auckland to USA",238.35670126122952
2023,2,"2023-06-30","GEN24_1027439","Q2_2023_1_532","2023-05-11","Auckland","China, People's Republic of","China",NA,"Male","No","Business",NA,"Auckland airport","2023-05-09",2,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,0,"NZD - New Zealand dollar",NA,"30 - 34",NA,"1","Independent Traveller",NA,"Not sure",4049,983.5106090824277,"Auckland to other China",458.6638069110427
2023,2,"2023-06-30","GEN24_1027445","Q2_2023_1_534","2023-05-11","Auckland","United States of America","USA",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-04-19",22,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1","1","Tour Group","Rental car","Sometimes",3799.885767,245.43355199131273,"Auckland to USA",257.7709854117356
2023,2,"2023-06-30","GEN24_1027451","Q2_2023_1_535","2023-05-12","Auckland","Australia","Australia","Victoria","Male","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2023-05-03",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,0,"NZD - New Zealand dollar",NA,"25 - 29",NA,"1","Independent Traveller","Rental car","Rarely",3737.221511,1040.5228806298885,"Auckland to Sydney, Melbourne",372.3228991943792
2023,2,"2023-06-30","GEN24_1027460","Q2_2023_1_536","2023-05-12","Auckland","Japan","Japan",NA,"Female","No","Visiting friends / relatives","To visit friends","Auckland airport","2023-05-06",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59","1","1","Independent Traveller","Car or van owned by you / family / friend(s) / company","Never",625,222.18108233567636,"Auckland to Japan",123.17037317595307
2023,2,"2023-06-30","GEN24_1027462","Q2_2023_1_537","2023-05-12","Auckland","Japan","Japan",NA,"Male","No","Business",NA,"Auckland airport","2023-05-09",3,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","1",NA,"Independent Traveller",NA,"Most of the time",1155.093333,62.14288010048737,"Auckland to Japan",128.80232868126615
2023,2,"2023-06-30","GEN24_1027466","Q2_2023_1_538","2023-05-12","Auckland","Japan","Japan",NA,"Male","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2023-05-06",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","1",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Never",525,136.07251383926194,"Auckland to Japan",128.80232868126615
2023,2,"2023-06-30","GEN24_1027474","Q2_2023_1_539","2023-05-12","Auckland","England","UK",NA,"Male","Yes","Visiting friends / relatives","To visit family","Auckland airport","2023-04-27",15,NA,NA,"Yes","No","England","England","Yes",4,"What the visit cost for you and another person / people",3,0,"NZD - New Zealand dollar",NA,"60 - 64","1",NA,"Package","Rental campervan / motor-home","Sometimes",5054.501322,176.14598266411645,"Auckland to Singapore, Doha, Dubai",99.95157741217999
2023,2,"2023-06-30","GEN24_1027481","Q2_2023_1_540","2023-05-12","Auckland","India","Rest of Asia",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2023-04-21",21,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29",NA,NA,"Independent Traveller","App-based services such as Uber, Ola, etc","Sometimes",6530,193.8231354191423,"Auckland to Singapore, Doha, Dubai",254.69761639208818
2023,2,"2023-06-30","GEN24_1027485","Q2_2023_1_541","2023-05-12","Auckland","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","To visit family","Auckland airport","2023-05-02",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"70 - 74","1",NA,"Tour Group",NA,"Never",3550,232.43999117660752,"Auckland to other Australia",225.0248786884257
2023,2,"2023-06-30","GEN24_1027490","Q2_2023_1_542","2023-05-12","Auckland","Canada","Canada",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-05-01",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29",NA,NA,"Independent Traveller",NA,NA,3972.3728,330.9508246404441,"Auckland to Sydney, Melbourne",NA
2023,2,"2023-06-30","GEN24_1027498","Q2_2023_3_362","2023-05-12","Christchurch","United States of America","USA",NA,"Male","No","Business",NA,"Christchurch airport","2023-05-05",7,NA,NA,"Yes","No","United States of America","United States of America","No",NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64",NA,"1","Package",NA,"Sometimes",3717.011254,90.28844994278782,"Christchurch to other Australia",315.92934301886544
2023,2,"2023-06-30","GEN24_1027499","Q2_2023_3_363","2023-05-12","Christchurch","United States of America","USA",NA,"Male","Yes","Business",NA,"Christchurch airport","2023-05-05",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44",NA,"1","Independent Traveller",NA,"Sometimes",1908.027747,58.664049464204695,"Christchurch to other Australia",314.7509273514138
2023,2,"2023-06-30","GEN24_1027500","Q2_2023_2_129","2023-05-12","Wellington","Australia","Australia","Victoria","Male","Yes","Business",NA,"Auckland airport","2023-05-07",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",1620,128.90856051184815,"Wellington to all airports",372.3228991943792
2023,2,"2023-06-30","GEN24_1027505","Q2_2023_3_364","2023-05-12","Christchurch","Fiji","Rest of Oceania",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2023-04-06",36,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,0,"NZD - New Zealand dollar",NA,"55 - 59",NA,NA,"Independent Traveller",NA,NA,6500,407.0847660230821,"Christchurch to other Australia",NA
2023,2,"2023-06-30","GEN24_1027510","Q2_2023_3_365","2023-05-12","Christchurch","Germany","Germany",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2023-04-28",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"20 - 24",NA,"1","Independent Traveller","Rental campervan / motor-home","Most of the time",2241.5,27.708751814414963,"Christchurch to other Australia",89.41284837540813
2023,2,"2023-06-30","GEN24_1027511","Q2_2023_3_369","2023-05-12","Christchurch","United States of America","USA",NA,"Male","Yes","Visiting friends / relatives","To visit family","Christchurch airport","2023-04-30",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"1","Independent Traveller",NA,NA,1697.8213,82.70229459887759,"Christchurch to other Australia",472.0870719464036
2023,2,"2023-06-30","GEN24_1027513","Q2_2023_2_130","2023-05-12","Wellington","England","UK",NA,"Female","No","Visiting friends / relatives","To visit family","Wellington airport","2023-04-29",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39","1",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Never",1011.860667,32.17368418655706,"Wellington to all airports",288.7585188170453
2023,2,"2023-06-30","GEN24_1027517","Q2_2023_2_131","2023-05-12","Wellington","Australia","Australia",NA,"Female","No","Holiday / vacation","Just for the holiday","Wellington airport","2023-05-04",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64",NA,NA,"Independent Traveller",NA,NA,1563.164767,42.23379248314426,"Wellington to all airports",NA
2023,2,"2023-06-30","GEN24_1027522","Q2_2023_2_132","2023-05-12","Wellington","Australia","Australia","Victoria","Female","No","Business",NA,"Wellington airport","2023-05-06",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1",NA,"Independent Traveller","App-based services such as Uber, Ola, etc",NA,1360,184.79037160822034,"Wellington to all airports",315.67710080561807
2023,2,"2023-06-30","GEN24_1027523","Q2_2023_2_133","2023-05-12","Wellington","Australia","Australia","Victoria","Male","No","Holiday / vacation","To go sightseeing","Queenstown airport","2023-04-30",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"50 - 54","1","1","Independent Traveller","Bicycle","Sometimes",6980.339217,94.4991428813393,"Wellington to all airports",319.4775115711342
2023,2,"2023-06-30","GEN24_1027527","Q2_2023_2_134","2023-05-12","Wellington","Australia","Australia","Victoria","Female","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Wellington airport","2023-05-07",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1",NA,"Independent Traveller","Bus service between towns / cities","Most of the time",371.92541,159.08114760221588,"Wellington to all airports",315.67710080561807
2023,2,"2023-06-30","GEN24_1027531","Q2_2023_2_135","2023-05-12","Wellington","Germany","Germany",NA,"Male","No","Business",NA,"Wellington airport","2023-05-10",2,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59","1",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Not sure",616.8216833,23.081348174567392,"Wellington to all airports",124.59518017836905
2023,2,"2023-06-30","GEN24_1027533","Q2_2023_2_136","2023-05-12","Wellington","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","To visit friends","Wellington airport","2023-05-02",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"Under 20","1",NA,"Independent Traveller",NA,"Rarely",916.3379667,139.48919238022378,"Wellington to all airports",470.23083774179565
2023,2,"2023-06-30","GEN24_1027534","Q2_2023_2_137","2023-05-12","Wellington","Canada","Canada",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-05-02",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","1",NA,"Independent Traveller","Rental car","Most of the time",1294.030533,50.572644510456094,"Wellington to all airports",171.24461444412202
2023,2,"2023-06-30","GEN24_1027535","Q2_2023_3_366","2023-05-12","Christchurch","England","UK",NA,"Male","Yes","Visiting friends / relatives","To visit family","Christchurch airport","2023-05-01",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"1","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",2124.9074,75.29041762221489,"Auckland to Sydney, Melbourne",131.6546928261792
2023,2,"2023-06-30","GEN24_1027536","Q2_2023_3_367","2023-05-12","Christchurch","Australia","Australia","New South Wales","Male","No","Business",NA,"Auckland airport","2023-05-07",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","1","1","Independent Traveller",NA,NA,2991.57395,91.37501579060444,"Auckland to Sydney, Melbourne",319.4775115711342
2023,2,"2023-06-30","GEN24_1027541","Q2_2023_1_543","2023-05-12","Auckland","United States of America","USA",NA,"Male","No","Holiday / vacation","To go sightseeing","Auckland airport","2023-05-09",3,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69","1",NA,"Independent Traveller","Taxi / shuttle service","Sometimes",1899.942883,351.10528649495876,"Auckland to USA",440.5767768484336
2023,2,"2023-06-30","GEN24_1027545","Q2_2023_1_544","2023-05-12","Auckland","United States of America","USA",NA,"Male","Yes","Holiday / vacation","For some other reason (please specify)","Auckland airport","2023-05-01",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar","No","60 - 64","1","1","Independent Traveller","Plane (within New Zealand)","Never",20333.43128,303.4207508354799,"Auckland to USA",315.92934301886544
2023,2,"2023-06-30","GEN24_1027548","Q2_2023_1_545","2023-05-12","Auckland","Latvia","Rest of Europe",NA,"Male","Yes","Business",NA,"Auckland airport","2023-05-07",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44","1",NA,"Independent Traveller","App-based services such as Uber, Ola, etc","Never",3595.18924,183.84870763625642,"Auckland to Singapore, Doha, Dubai",336.4268817129385
2023,2,"2023-06-30","GEN24_1027567","Q2_2023_1_546","2023-05-13","Auckland","Japan","Japan",NA,"Female","No","Holiday / vacation","For your honeymoon","Auckland airport","2023-04-28",15,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,0,"NZD - New Zealand dollar",NA,"30 - 34","1",NA,"Independent Traveller",NA,NA,7366.666667,160.84715760922597,"Auckland to Japan",100.7099467704771
2023,2,"2023-06-30","GEN24_1027579","Q2_2023_1_547","2023-05-13","Auckland","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2023-05-08",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","1",NA,"Independent Traveller",NA,"Never",323.4134,357.87364240981884,"Auckland to other Australia",270.8716945522001
2023,2,"2023-06-30","GEN24_1027582","Q2_2023_1_554","2023-05-13","Auckland","Singapore","Rest of Asia",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2023-04-27",16,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69","1",NA,"Independent Traveller",NA,"Rarely",800,638.2962663189883,"Auckland to Singapore, Doha, Dubai",564.3172558761523
2023,2,"2023-06-30","GEN24_1027584","Q2_2023_1_548","2023-05-13","Auckland","Italy","Rest of Europe",NA,"Female","Yes","Holiday / vacation","For a working holiday","Auckland airport","2022-10-10",215,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1","1","Independent Traveller","Car or van owned by you / family / friend(s) / company",NA,18769.00265,104.56979167160377,"Auckland to Singapore, Doha, Dubai",194.57573596165332
2023,2,"2023-06-30","GEN24_1027604","Q2_2023_1_549","2023-05-13","Auckland","Australia","Australia","Western Australia","Female","No","Holiday / vacation","Just for the holiday","Auckland airport","2023-04-27",16,NA,NA,"Yes","Yes",NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69",NA,"1","Tour Group","Rental car","Always",5794.490083,197.53738015984047,"Auckland to other Australia",225.0248786884257
2023,2,"2023-06-30","GEN24_1027606","Q2_2023_1_550","2023-05-13","Auckland","Australia","Australia","Western Australia","Female","No","Holiday / vacation","Just for the holiday","Auckland airport","2023-04-26",17,NA,NA,"Yes","Not sure","Australia","Australia","No",NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"75 or older",NA,"1","Package","Rental car","Sometimes",6881.755848,197.53738015984047,"Auckland to other Australia",225.0248786884257
2023,2,"2023-06-30","GEN24_1027608","Q2_2023_1_551","2023-05-13","Auckland","Australia","Australia","Western Australia","Female","No","Visiting friends / relatives","To visit family","Auckland airport","2023-04-13",30,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,1,"NZD - New Zealand dollar",NA,"40 - 44","1","1","Independent Traveller","Rental car","Never",3200,953.4064872840022,"Auckland to other Australia",303.85023291675043
2023,2,"2023-06-30","GEN24_1027609","Q2_2023_1_552","2023-05-13","Auckland","England","UK",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-04-20",23,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24","1","1","Tour Group",NA,NA,5696.775553,180.02411626517872,"Auckland to other Australia",179.617567256391
2023,2,"2023-06-30","GEN24_1027610","Q2_2023_1_555","2023-05-13","Auckland","Australia","Australia","Western Australia","Female","No","Holiday / vacation","Just for the holiday","Auckland airport","2023-04-30",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,2,"NZD - New Zealand dollar",NA,"50 - 54","1",NA,"Tour Group","Bicycle",NA,3288.036233,377.68809328660944,"Auckland to other Australia",270.8716945522001
2023,2,"2023-06-30","GEN24_1027611","Q2_2023_1_553","2023-05-13","Auckland","Fiji","Rest of Oceania",NA,"Male","Yes","Visiting friends / relatives","To visit family","Christchurch airport",NA,75,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","1",NA,"Tour Group",NA,"Most of the time",1650,690.6540254078504,"Auckland to other airports",450.38203251139424
